accuracy,precision,recall,f1_score,model_type
0.5188469886779785,0.5507204400926943,0.5188470066518847,0.43328773637297374,cnn
0.5587583148558758,0.5454925405780522,0.5587583148558758,0.5409438433603191,svm
0.6829268292682927,0.6874017034210796,0.6829268292682927,0.6798622281667208,random_forest
