accuracy,precision,recall,f1_score,model_type
0.9645232558250427,0.32801389587616275,0.3259423503325942,0.3268668613581043,cnn
0.8403547671840355,0.8416819406021249,0.8403547671840355,0.8399874577258168,random_forest
