accuracy,precision,recall,f1_score,model_type
0.47893568873405457,0.4887792090443785,0.4789356984478936,0.4804789061477729,cnn
0.5254988913525499,0.5217185384769963,0.5254988913525499,0.514740744085179,svm
0.549889135254989,0.5495526295130675,0.549889135254989,0.5492588060128039,random_forest
