accuracy,precision,recall,f1_score,model_type
0.3946785032749176,0.15577111223641968,0.3946784922394678,0.223379242030605,cnn
0.8181818181818182,0.8174975086176695,0.8181818181818182,0.8154581272087646,svm
0.7915742793791575,0.7890723004089959,0.7915742793791575,0.7880384232030744,random_forest
