accuracy,precision,recall,f1_score,model_type
0.49223947525024414,0.4927106442497986,0.49223946784922396,0.492452877007678,cnn
0.8558758314855875,0.8560338165972331,0.8558758314855875,0.8549465521623556,svm
0.8625277161862528,0.8615825116758036,0.8625277161862528,0.8619088075836168,random_forest
